,IDX,RA_ICRS,DE_ICRS,Source,Plx,PM,pmRA,pmDE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,BR_RP,BP_G,G_RP,pscol,Teff,Dist,Rad,Lum_Flame,Mass_Flame,Age_Flame,z_Flame,SpType_ELS
402244,16571,48.5247486679,18.81171198354,58828171349069824,0.6975,3.341,-0.557,-3.294,13.339073,0.00276,13.90026,0.003104,12.631015,0.003814,12.325768,0.054815,1.269245,0.561187,0.708058,,4842.6,1278.3987,4.0505,9.138394,1.243,5.333,0.15180364,K      
584485,98812,263.92688567698,-34.79700029306,4053341305126069504,0.2414,4.73,-1.64,-4.437,14.145151,0.002852,16.75634,0.006366,12.724651,0.004219,12.0048,0.032695,4.031689,2.611189,1.4205,,3680.8,2180.9475,45.1891,254.91354,1.972,1.249,0.01171102,M      
7123,7123,49.47687319758,41.73678468459,239484700663336832,0.8781,6.112,4.754,-3.843,11.093266,0.002827,11.256773,0.002891,10.807578,0.003817,10.695906,0.013496,0.449195,0.163507,0.285687,,8135.5,1005.4839,3.4026,54.002724,2.404,0.618,0.3753543,A      
533830,48157,326.68851782932,53.76322913188,2173473667649470976,3.2285,14.992,-13.279,-6.959,15.476961,0.002784,16.644642,0.003835,14.398562,0.003916,13.783288,0.13369,2.24608,1.167681,1.0784,,3720.4,358.574,1.0188,0.12860738,0.654,13.3,0.43858117,M      
161618,61618,26.73948532366,60.51990539273,509661680011669504,0.3445,0.949,-0.902,-0.294,14.669487,0.00276,14.943184,0.002859,14.224869,0.003812,,,0.718315,0.273697,0.444618,,11020.3,3466.582,2.4758,49.527576,2.606,,0.53674805,B      
584972,99299,264.47965461187,-33.71140039588,4053690915377387904,0.2358,1.533,-1.511,-0.259,15.213011,0.002846,17.813385,0.021446,13.739955,0.006992,12.638458,0.120495,4.07343,2.600374,1.473056,,4460.0,1738.9146,25.2401,206.62466,3.802,0.202,0.08480987,M      
502333,16660,119.39978992187,61.48633469364,1085108029748488320,5.7556,29.827,12.492,-27.085,15.11915,0.002783,16.21854,0.004911,14.079844,0.003937,13.66576,0.054034,2.138697,1.09939,1.039307,,3790.7,178.1214,0.5448,0.052122977,0.546,11.912,0.6381166,M      
482109,96436,80.87978255635,37.53160982057,184486235689298176,0.1879,0.336,0.311,-0.129,14.765051,0.00279,16.10722,0.004016,13.634295,0.003936,13.093369,0.064142,2.472924,1.342169,1.130755,,5086.5,2598.8635,11.3549,409.94992,3.557,0.233,0.15394942,K      
382472,96799,62.01182015765,50.15292463414,247573738994623232,1.6601,9.547,9.191,-2.584,14.08597,0.002762,14.566003,0.002888,13.440225,0.00381,13.203948,0.043381,1.125778,0.480033,0.645745,1.4959,5655.4,547.7554,0.9762,1.0162109,0.937,9.788,0.5425862,G      
292545,6872,41.73282686531,12.45148250169,31600346435095040,0.866,3.997,-1.547,-3.686,14.667632,0.002772,15.078983,0.003808,14.087749,0.004107,13.717354,0.133535,0.991235,0.411351,0.579884,,5787.1,1074.2864,1.2775,1.6761097,0.996,9.726,0.42635342,G      
586640,967,269.80132338358,45.04970715779,1349581979712026624,0.2247,7.479,-6.016,-4.444,17.493336,0.003008,17.24022,0.016398,17.514874,0.039282,,,-0.274654,-0.253117,-0.021538,,17245.4,22547.326,1.543,191.11172,,,1.409826,O      
79233,79233,105.33779767927,-18.64049445754,2932952219198263040,0.5031,1.474,-0.742,1.274,14.126731,0.002774,14.528853,0.00315,13.547864,0.003854,13.201381,0.0534,0.980989,0.402123,0.578867,,6803.8,1901.6556,2.6659,15.166773,1.799,1.194,0.41074035,A      
572178,86505,270.68086998365,-32.35921385908,4042958268847874688,0.0353,6.201,-2.784,-5.541,15.321117,0.002832,17.095222,0.00615,14.075538,0.004273,13.243201,0.129961,3.019685,1.774105,1.24558,,3801.5,8286.087,52.2928,401.29117,3.712,0.216,0.01349654,M      
254280,68607,72.62839690657,26.49212395043,153632736821328000,0.7169,7.365,4.336,-5.953,14.485919,0.002772,15.237565,0.003295,13.628022,0.003847,13.216588,0.079053,1.609543,0.751646,0.857897,,7153.6,1782.861,3.5289,16.306477,1.82,1.195,0.24238873,F      
508885,23212,184.8186031341,75.5773126403,1692471277904839040,6.7752,26.586,24.677,-9.891,14.921206,0.002774,16.04208,0.003864,13.870825,0.003859,13.345096,0.116862,2.171255,1.120874,1.050381,,3747.3,149.5679,0.517,0.04551666,0.53,8.524,0.6243165,M      
489012,3339,65.30477732548,43.44048639529,229449286239775104,4.3037,31.932,27.726,-15.841,15.274481,0.002777,16.297163,0.003845,14.273009,0.003924,13.898244,0.073304,2.024154,1.022682,1.001472,,4014.3,239.6141,0.627,0.07978305,0.612,5.136,0.5904109,M      
568628,82955,265.27364561117,-35.30776173124,4041254266343126784,-0.0021,8.375,-5.23,-6.541,15.336961,0.003198,17.575432,0.023376,13.894643,0.006872,13.019422,0.139683,3.680789,2.238471,1.442318,,4808.3,2017.7219,20.7821,179.3711,3.299,0.293,0.03641059,M      
563710,78037,272.20038547311,-36.18582010786,4038747968237796864,0.0723,6.08,-1.567,-5.874,13.934302,0.003279,16.305302,0.009575,12.542459,0.006227,12.053253,0.104945,3.762843,2.370999,1.391844,,3370.4,8858.156,113.9467,1438.8221,1.217,6.005,0.00360603,M      
246856,61183,46.31687966041,38.64537028536,142754409294510976,0.7923,4.649,-3.268,-3.307,13.493475,0.002764,13.882925,0.003062,12.937392,0.00383,12.64477,0.033686,0.945533,0.38945,0.556083,,5341.2,1492.3152,3.1857,4.9270306,1.346,3.786,0.2233215,F      
590052,4379,267.96728421022,-36.62048713248,4040005014977977984,0.1675,7.797,-3.214,-7.104,14.250608,0.002795,15.594601,0.003769,12.968261,0.00389,,,2.62634,1.343992,1.282348,,37355.2,3163.111,6.5551,,,,,O      
281161,95488,77.64444072277,32.05298081808,181325410338879104,2.1094,23.985,10.785,-21.424,12.951824,0.002764,13.424139,0.002844,12.30905,0.003802,12.021367,0.036662,1.115089,0.472315,0.642775,,5580.3,476.1033,1.4838,1.864058,0.962,12.534,0.48592597,F      
216825,31152,35.41413723641,17.78990336379,79866192475090816,0.8255,6.857,1.435,6.705,14.244177,0.00277,14.574352,0.003817,13.73681,0.003979,13.542497,0.1129,0.837543,0.330175,0.507367,,6337.7,1165.3376,1.4279,2.8928897,1.23,2.958,0.49966234,F      
530067,44394,309.92368732043,45.68659608198,2070477912349380480,0.3475,9.369,-5.106,-7.856,15.549216,0.002962,18.846174,0.02733,14.035859,0.004042,13.384208,0.127456,4.810315,3.296958,1.513357,1.0913,3932.4,2515.4058,55.8081,573.6921,3.403,0.271,0.01560677,M      
493390,7717,33.10234541126,56.54198279113,457008365954201472,0.2462,0.618,-0.618,-0.006,12.498995,0.003491,14.045672,0.011122,11.302021,0.006829,10.772929,0.013539,2.743651,1.546678,1.196974,,3743.5,5395.0454,99.6102,806.5351,1.923,1.342,0.00389453,M      
429445,43772,44.85261594039,30.58811331991,135187776430196480,0.4138,2.718,2.545,-0.956,12.507208,0.002768,13.11143,0.002949,11.764469,0.003812,11.463827,0.017908,1.346961,0.604222,0.742739,,5000.0,1766.7795,8.5297,69.86927,2.901,0.414,0.12402768,K      
393856,8183,57.33534809529,11.85322739754,36911777872930560,0.3439,6.958,6.544,-2.364,13.798155,0.002761,14.53031,0.002968,12.95761,0.003816,12.572686,0.029039,1.5727,0.732155,0.840545,,5724.2,3349.5706,9.9204,61.96138,2.564,0.558,0.0790173,K      
426610,40937,40.99929478981,28.45250955207,128710038033981696,1.0447,11.141,-7.908,-7.848,12.336475,0.002768,12.868702,0.002907,11.646585,0.003818,11.388232,0.01921,1.222117,0.532227,0.689891,,5331.5,880.1611,3.9421,12.88652,1.8,1.587,0.23022823,K      
439525,53852,63.51871067606,23.57330678266,149754278274536832,0.6523,14.689,10.334,-10.439,14.709746,0.002762,15.346191,0.00332,13.934463,0.003834,13.557808,0.065449,1.411729,0.636445,0.775284,,5586.4,1776.5358,3.0689,5.147344,1.339,3.803,0.24370329,K      
235751,50078,39.42143717811,26.10608489384,126526407941347200,1.2424,6.51,-3.975,-5.155,13.6947,0.002767,14.07308,0.002974,13.146616,0.003845,12.897359,0.067925,0.926464,0.37838,0.548084,,5633.4,772.0374,1.4227,1.8743285,0.968,12.134,0.52600515,F      
426593,40920,41.94326430327,28.51798613208,128673341833542144,2.4243,28.551,-6.557,-27.788,14.982866,0.002785,15.624433,0.004335,14.212577,0.004154,14.000731,0.178353,1.411856,0.641566,0.770289,,4690.6,436.2167,0.7503,0.21289559,0.763,2.499,0.60976213,K      
212675,27002,53.11011403955,24.76021232288,68884098538798592,1.779,1.539,-0.284,-1.512,13.076517,0.002771,13.436823,0.00288,12.546234,0.003816,12.341254,0.037417,0.890589,0.360306,0.530283,,5845.6,547.9918,1.2546,1.6742648,1.011,8.721,0.55316097,F      
323085,37412,34.45248134741,29.3259241878,132011768373254784,1.8425,12.931,11.229,-6.413,13.5293,0.002769,13.895717,0.003202,12.997015,0.003875,12.882789,0.042057,0.898702,0.366417,0.532285,,5724.9,523.0033,0.9771,0.95076156,0.975,5.891,0.5392164,G      
226676,41003,46.42699349937,22.83059195389,109180753019759488,2.2538,2.977,2.712,-1.229,11.52233,0.002771,11.89069,0.002892,10.983646,0.003794,10.795082,0.013831,0.907043,0.36836,0.538684,,6036.3,440.0103,2.0185,4.545959,1.237,4.687,0.4650379,F      
213498,27825,55.73577323974,26.37801161226,70209903404339584,0.7606,4.297,-2.525,-3.477,14.210794,0.002771,14.575538,0.003051,13.671582,0.003863,13.423348,0.112267,0.903955,0.364743,0.539212,,6470.3,1195.2949,1.5529,4.1273394,1.328,2.54,0.4979919,F      
315953,30280,49.72623683594,23.9442383308,110947152811474944,2.0015,3.163,0.667,-3.092,13.543346,0.002762,14.026791,0.00292,12.893098,0.00382,12.57999,0.068167,1.133693,0.483444,0.650249,,5799.5,474.1435,1.0665,1.2023972,0.989,7.295,0.49339926,G      
206205,20532,54.01962528636,17.74076010237,56441436547525632,2.3795,8.361,-0.097,-8.361,11.705589,0.002767,11.988646,0.002906,11.254719,0.003809,11.063791,0.009235,0.733927,0.283056,0.450871,,6480.9,408.0067,1.4357,3.342263,1.28,2.373,0.54023635,F      
217280,31607,38.58614421647,15.8724632717,81457872995204096,0.9678,6.807,-5.609,-3.856,14.439728,0.002767,14.889751,0.003176,13.821531,0.004017,13.461821,0.056962,1.06822,0.450024,0.618197,,5506.2,949.2524,1.4209,1.7809577,0.95,13.276,0.5226334,F      
385327,99654,67.84694783627,43.82159045414,252602595939115904,0.4402,0.872,0.871,0.029,13.14705,0.002761,13.847363,0.003011,12.32631,0.003799,11.951865,0.02616,1.521052,0.700313,0.82074,,5644.6,1623.4751,6.2384,58.794735,2.579,0.558,0.19672652,G      
142112,42112,54.17075944188,52.88144845763,443981768803721600,0.4351,1.845,1.218,-1.386,15.740358,0.002788,16.515135,0.004774,14.849862,0.004002,,,1.665273,0.774776,0.890496,,9675.1,3178.853,3.2873,38.535267,2.34,0.359,0.42627728,B      
151682,51682,40.41951465158,61.88986017793,465792811024266496,0.2376,1.042,-0.656,0.81,16.277882,0.002784,16.714493,0.004687,15.637074,0.004129,,,1.077419,0.436611,0.640808,,9767.1,6018.686,2.9956,78.71119,2.687,0.382,0.43317232,B      
580683,95010,275.58663359456,-28.78592735911,4051125170779602432,0.0969,7.109,-4.834,-5.212,15.093835,0.002848,16.024292,0.00604,14.135325,0.004307,13.682794,0.118127,1.888968,0.930457,0.95851,,4838.5,2964.497,7.0471,24.658928,2.503,0.621,0.14875905,M      
557726,72053,209.76232982527,10.16375697587,3723828527868030336,9.3962,112.819,-107.638,-33.795,13.907711,0.002776,14.942007,0.003085,12.897947,0.003829,12.484455,0.02745,2.04406,1.034296,1.009764,,3862.2,107.0863,0.5302,0.0555566,0.567,0.914,0.65708345,M      
23151,23151,21.32271207032,64.11127127064,512784567911926784,0.3333,0.252,-0.252,0.0,14.218326,0.002763,14.792791,0.003048,13.478967,0.00381,13.216552,0.06144,1.313825,0.574466,0.739359,1.457,8993.4,3502.107,5.5856,117.151535,2.866,0.4,0.3601688,A      
610089,24416,220.06064187745,-45.70398231223,6098534053418661888,0.4327,6.165,-3.062,5.351,16.7703,0.002895,16.700016,0.005569,16.888412,0.0131,,,-0.188396,-0.070284,-0.118113,,18911.1,18026.715,1.7139,362.40762,,,1.5455287,O      
313323,27650,35.62297917676,26.10890488186,103401135788583168,1.0888,12.273,10.943,-5.558,14.202526,0.002771,14.592845,0.003102,13.650887,0.003849,13.313533,0.061507,0.941958,0.390319,0.55164,,5642.9,828.1749,1.179,1.4547627,0.94,12.731,0.48026004,G      
270192,84519,61.20821419484,34.34330585827,170961899071596032,2.3514,23.9,-2.573,-23.761,12.844849,0.002762,13.22504,0.002835,12.29246,0.003798,12.053901,0.014661,0.93258,0.380192,0.552388,,5940.5,409.1845,1.0769,1.3817749,1.05,4.693,0.47966653,F      
333277,47604,77.27459940863,29.5396062044,156048982343185024,0.7443,8.237,4.268,-7.045,14.640967,0.002804,15.190039,0.003039,13.908956,0.003899,13.661172,0.126767,1.281083,0.549071,0.732012,,5521.2,794.9461,1.3309,3.6992054,1.17,6.2,0.49054572,G      
301986,16313,57.01073616478,23.98955734971,66522003967832064,1.2337,8.989,1.538,-8.856,14.289363,0.002764,14.732716,0.003195,13.675241,0.003908,13.351219,0.107314,1.057474,0.443353,0.614121,,5795.0,764.2601,1.1583,1.4295055,0.992,8.933,0.47144035,G      
212069,26396,54.24460689576,23.05736616103,67710026278909312,1.2046,9.5,6.722,-6.713,12.721162,0.002775,13.116035,0.002916,12.155776,0.0038,11.95308,0.021009,0.960259,0.394873,0.565386,,6299.0,857.1947,2.3504,6.654167,1.468,2.475,0.34674522,F      
130335,30335,17.63878049052,57.72729575825,413556770239468416,0.2919,1.55,-1.094,-1.097,12.45015,0.002759,12.621153,0.00282,12.14501,0.003793,,,0.476143,0.171003,0.30514,,12548.7,3919.7695,5.7333,508.3235,4.189,,0.47400498,B      
366719,81046,55.63905281925,34.47050564257,218252924972245504,0.4685,3.925,1.387,-3.671,14.674031,0.002761,15.118066,0.003013,14.050736,0.003903,13.72001,0.068448,1.067329,0.444035,0.623295,,5927.2,2232.3218,2.8329,6.911476,1.421,3.115,0.30716115,G      
444200,58527,73.95910165387,28.61785785151,155009802119925376,0.246,5.663,1.465,-5.47,14.784565,0.002767,15.729754,0.003184,13.817125,0.003946,13.404117,0.063851,1.912629,0.94519,0.96744,,5009.4,4028.3203,11.0356,50.342392,2.601,0.557,0.13985597,K      
17839,17839,51.60545527389,49.07517598131,441460141967257856,1.0987,2.248,0.291,-2.229,12.431811,0.002767,12.69661,0.002872,12.01679,0.003804,11.863087,0.020334,0.67982,0.264799,0.415021,1.581,7796.8,953.708,2.172,12.741533,1.76,0.964,0.34253308,A      
166463,66463,23.19207264294,62.98066009954,512400460398093056,0.3493,1.347,-1.28,-0.42,17.502604,0.002899,18.030743,0.015221,16.636286,0.009694,,,1.394457,0.528139,0.866318,,9656.9,3233.2747,1.2491,11.555827,,,0.64960283,B      
288363,2690,49.90124704798,8.521586083,11088166744984576,1.6184,17.753,2.717,-17.544,14.736317,0.002772,15.266699,0.003325,14.044148,0.004349,13.58672,0.124197,1.22255,0.530382,0.692168,,5680.4,571.5084,0.8216,0.6828587,0.982,0.725,0.6353607,G      
553374,67701,80.86474706805,16.65284406281,3394192399241615488,7.1552,68.085,3.359,-68.002,14.929223,0.00279,16.089476,0.004048,13.859369,0.004008,13.430264,0.114292,2.230106,1.160253,1.069854,,3773.0,139.9192,0.5038,0.045492943,0.535,2.486,0.64650077,M      
264435,78762,66.46530405045,29.88395642152,165162280173684608,1.8803,5.039,-3.749,-3.367,12.663043,0.002762,13.138304,0.002863,12.019103,0.003806,11.727559,0.034723,1.119201,0.475261,0.64394,,5654.5,511.3531,1.7835,3.1006749,1.107,7.533,0.49113947,F      
418661,32988,49.13399353193,25.13701710113,111355827538872832,1.8746,46.62,15.928,-43.815,14.096868,0.002767,14.591896,0.003024,13.437656,0.003887,13.078626,0.253035,1.15424,0.495029,0.659211,,5637.9,485.0151,0.876,0.79937994,0.969,4.281,0.5675171,K      
112261,12261,73.34453135893,41.75182684257,201906588682688512,0.3384,1.559,-0.478,-1.483,15.328317,0.002775,15.653339,0.003167,14.825134,0.003987,,,0.828205,0.325023,0.503182,,10456.6,3415.2834,2.0368,27.973333,2.357,,0.55810374,B      
2393,2393,65.16846382292,35.80464418835,176572191509214592,1.7134,12.38,7.906,-9.526,11.776511,0.002793,12.183957,0.003106,11.195643,0.003833,10.948506,0.024095,0.988314,0.407446,0.580868,,7935.1,597.377,2.3338,17.726244,1.895,0.863,0.4889782,A      
74507,74507,311.37221243773,76.23199001115,2278181426963002240,0.8792,4.148,-0.604,4.104,12.23861,0.002819,12.470527,0.003199,11.823312,0.004444,11.678799,0.018657,0.647215,0.231916,0.415298,,8033.6,1049.4298,2.4902,25.910845,2.051,0.799,0.41689125,A      
382192,96519,60.10760685873,49.19406999503,247062397365897216,0.2771,1.693,-0.65,1.564,14.92285,0.002769,16.057686,0.004111,13.866617,0.003845,13.486093,0.08689,2.191069,1.134836,1.056233,,6099.1,2528.989,7.2772,86.66708,2.867,0.414,0.1866495,G      
402026,16353,54.08048686215,20.52181254488,58152555814763264,0.5362,7.11,5.519,-4.482,14.115211,0.002763,14.694611,0.002972,13.389993,0.003845,13.109448,0.070338,1.304618,0.5794,0.725218,,5184.7,2277.206,4.9555,9.1309595,1.6,2.25,0.21452047,K      
69792,69792,330.70387490572,55.29804946603,2197823898835909120,0.44,4.939,-3.638,-3.341,14.040175,0.002761,14.536447,0.002991,13.373902,0.003814,13.086977,0.077599,1.162544,0.496272,0.666272,,7035.9,3006.0874,5.0459,28.752457,2.065,0.973,0.29026958,A      
183775,83775,294.67487000379,18.3064315844,1824345667456655360,0.048,6.397,-2.829,-5.737,17.407063,0.002857,17.999495,0.00868,16.573992,0.008222,,,1.425503,0.592432,0.833071,,9638.5,3375.823,1.3554,13.450783,,,0.6293047,B      
479798,94125,84.05410564824,35.68088273225,183149263910966272,0.3178,2.478,1.12,-2.21,14.84589,0.002791,16.121237,0.004312,13.744633,0.003954,13.287077,0.112121,2.376604,1.275347,1.101257,,4726.5,1856.4539,7.9501,59.260277,2.504,0.62,0.06729949,K      
45929,45929,331.18043098646,50.41615330896,1977032137085212544,0.5988,2.374,0.38,-2.344,11.75138,0.002916,11.966052,0.004014,11.386817,0.004563,11.215454,0.010978,0.579235,0.214672,0.364563,,8358.8,1859.6271,5.1328,81.093735,2.616,0.5,0.34805337,A      
113819,13819,68.28306271793,41.35432481945,204082865791154304,-0.0942,0.336,0.251,-0.224,15.143659,0.002869,15.300931,0.003703,14.783538,0.004225,,,0.517393,0.157272,0.360121,,17278.7,4680.8535,1.7877,,,,,B      
109275,9275,82.14556124947,43.0493051993,195660469283692160,0.3188,2.446,0.865,-2.288,13.813965,0.002778,14.059861,0.00288,13.407787,0.003875,,,0.652074,0.245896,0.406178,,9803.3,4254.603,4.5136,74.44138,2.663,0.378,0.39080015,B      
224790,39117,29.24605189645,24.17416064749,104809678902938240,1.0753,5.129,3.86,-3.377,14.090732,0.002768,14.438439,0.003034,13.571966,0.003964,13.258226,0.09984,0.866473,0.347708,0.518765,,5917.1,859.5928,1.1982,1.7106231,1.056,6.645,0.44469598,F      
376265,90592,51.50287978403,42.08055589412,237961842698681984,0.8778,7.929,2.235,-7.608,13.858035,0.002763,14.304373,0.002939,13.241244,0.003839,13.007028,0.063724,1.063129,0.446338,0.616791,,5928.2,1173.2911,2.1354,4.06914,1.2,5.526,0.34616718,G      
107008,7008,84.28536494402,38.95815009676,190846601218748928,0.1706,0.701,0.443,-0.544,14.599508,0.003531,15.014784,0.007718,13.976805,0.008425,,,1.037979,0.415276,0.622704,,10722.8,3489.1497,3.3998,146.17957,3.123,0.261,0.47208762,B      
560942,75269,269.87280984898,-39.84801075503,4035668476758500224,0.1101,6.058,-0.535,-6.035,13.745231,0.002824,14.947007,0.003974,12.658356,0.004029,12.260222,0.045896,2.288652,1.201777,1.086875,,4995.4,3773.278,23.4189,308.75275,3.086,0.347,0.03419339,M      
344197,58524,78.56659639839,32.77015713014,181456733259955840,0.211,0.803,0.789,0.146,15.872831,0.002798,17.77908,0.008713,14.570824,0.004071,13.852494,0.121376,3.208256,1.906248,1.302008,,7375.9,2008.8324,8.0585,133.24213,2.617,0.549,0.22086869,G      
264627,78954,65.32474170141,30.54153486521,165363937477436544,1.081,7.951,4.363,-6.648,12.523179,0.002766,12.961291,0.002988,11.9107,0.003839,11.627224,0.014733,1.050592,0.438112,0.612479,,6807.8,825.4932,2.5835,15.933414,1.806,1.337,0.361884,F      
77941,77941,100.31752013372,-20.74466996512,2927142708993410176,0.4484,3.091,-2.127,2.243,13.257602,0.002762,13.49854,0.002819,12.867661,0.003801,12.656991,0.046418,0.630878,0.240938,0.38994,,7353.8,2513.835,3.7365,25.301062,2.016,0.969,0.33676547,A      
244877,59204,43.11210848286,36.49065258784,140691862919316864,0.6331,5.232,-3.84,-3.554,14.562516,0.002776,14.85603,0.00331,14.107138,0.004395,13.861773,0.09893,0.748892,0.293513,0.455379,,6210.9,1792.8978,1.7718,2.9618506,1.224,3.544,0.41738665,F      
344419,58746,79.04598074535,33.34201972509,181873345086773248,1.0985,6.579,0.32,-6.571,13.101033,0.002764,13.548153,0.002886,12.481382,0.003842,12.280299,0.033669,1.066771,0.44712,0.619651,,5583.1,814.5836,2.1899,4.8780446,1.297,4.186,0.5064394,G      
432153,46480,47.38161098908,37.52803752026,139447112677614336,0.1763,0.833,0.096,0.827,14.098285,0.002763,14.674145,0.003073,13.378765,0.003838,13.050738,0.076775,1.29538,0.57586,0.71952,,5156.4,3285.867,7.1005,32.15447,2.3,0.785,0.18329418,K      
